claim,subject,predicate,object,object_queried,property_id,confidence,route,mapping_source,kg_result,kg_retrieved,entity_exists,match_direction
Princess Mononoke only has a peaceful setting.,Princess Mononoke,have,,,,low,semantic_search,none,pending_semantic,,,
Soul Food was produced by Kenneth Edmonds.,Soul Food,produced,,,,low,semantic_search,none,pending_semantic,,,
Tilda Swinton is a fashion artist.,Tilda Swinton,be,fashion artist,fashion artist,P106,high,kg_exact_match,rule,no_match,,True,
Aarhus is located on the east egg of the Jutland peninsula.,Aarhus,locate,,,,low,semantic_search,none,pending_semantic,,,
Sheryl Lee reprised her role of Phoebe Buffay.,Sheryl Lee,reprise,,,,low,semantic_search,none,pending_semantic,,,
Britt Robertson is an entertainer.,Britt Robertson,be,entertainer,entertainer,P106,high,kg_exact_match,rule,no_match,,True,
Lemmy was known for his distinct high voice.,Lemmy,know,,,,low,semantic_search,none,pending_semantic,,,
Brad Wilk helped co-found Linkin Park.,Brad Wilk,help,,,,low,semantic_search,none,pending_semantic,,,
Ralph Fults was known for being a stickler for the law and his inability to get out of places.,Ralph Fults,know,,,,low,semantic_search,none,pending_semantic,,,
"Mel B partied with Missy ""Misdemeanor"" Elliott.",,b,,,,low,semantic_search,none,pending_semantic,,,
Janelle Monáe is Mexican.,Janelle Monáe,be,Mexico,mexico,P27,high,kg_exact_match,rule,no_match,,True,
Don Hall is the writer of Pete's Dragon.,Don Hall,be,writer,writer,P106,high,kg_exact_match,rule,no_match,,True,
Larry Wilmore is from New York.,Larry Wilmore,be,New York,new york,P27,high,kg_exact_match,rule,no_match,,True,
"Duane Chapman's nickname is Duane Lee ""Dog"" Chapman I.",Duane Chapman,be,chapman i,chapman i,P39,medium,kg_retrieve,rule,not_found,,True,
Don Hall works for DreamWorks.,Don Hall,worked,DreamWorks,dreamworks,P463,high,kg_exact_match,rule,property_not_in_kg,,,
"Michael Vick's middle name is Dwayne, given to him by his parents.",Michael Vick,be,dwayne,dwayne,P39,medium,kg_retrieve,rule,not_found,,True,
The Mighty Ducks was distributed by Walt Disney Pictures in 2017.,Mighty Ducks,distribute,,,,low,semantic_search,none,pending_semantic,,,
Taylor Lautner was unable to appear on My Wife and Kids.,Taylor Lautner,be,,,,low,semantic_search,none,pending_semantic,,,
Michael Vick is a former football player.,Michael Vick,be,football player,football player,P106,high,kg_exact_match,rule,no_match,,True,
Manmohan Singh was only a prime minister before Jawaharlal Nehru.,Manmohan Singh,be,minister,minister,P106,high,kg_exact_match,rule,no_match,,True,
Noah Cyrus is the older sister of Miley Cyrus.,Noah Cyrus,be,older sister,older sister,P39,medium,kg_retrieve,rule,not_found,,True,
Jerry Robinson mentored Steve Ditko.,Jerry Robinson,mentor,,,,low,semantic_search,none,pending_semantic,,,
Robert Palmer (writer) has written for the Illuminati.,Robert Palmer,appositive,,,P106,high,kg_exact_match,rule,skip_missing_fields,,,
Annette Badland was in Wizards vs Aliens.,Annette Badland,be,Wizards,wizards,P463,high,kg_exact_match,semantic_assist,property_not_in_kg,,,
Anne Rice lived in San Fransisco.,Anne Rice,live,,,,low,semantic_search,none,pending_semantic,,,
Gal Gadot was ranked ahead of Esti Ginzburgh for Israel's highest earning actress/models.,Gal Gadot,rank,,,,low,semantic_search,none,pending_semantic,,,
Henry II of France suffered an untimely death.,Henry II,suffer,,,,low,semantic_search,none,pending_semantic,,,
Christian Gottlob Neefe was born in February 1748.,Christian Gottlob Neefe,born,February 1748,1748-02,P569,high,kg_exact_match,rule,no_match,,True,
Yale University's alumni includes zero U.S. Presidents.,Yale University's,include,,,,low,semantic_search,none,pending_semantic,,,
WGBH-TV is a station on TV.,WGBH-TV,be,,,,low,semantic_search,none,pending_semantic,,,
Bongwater was based on a book.,Bongwater,base,,,,low,semantic_search,none,pending_semantic,,,
Cher is Cher's eighteenth album.,Cher,be,,,,low,semantic_search,none,pending_semantic,,,
Craig David was nominated for Grammy Awards.,Craig David,nominate,,,,low,semantic_search,none,pending_semantic,,,
Rupert Murdoch never formed BSkyB.,Rupert Murdoch,formed,,,,low,semantic_search,none,pending_semantic,,,
Bret Easton Ellis wrote a screenplay.,Bret Easton Ellis,written_by,Bret Easton Ellis,bret easton ellis,P58,medium,kg_retrieve,semantic_assist,not_found,,True,
Tiber Oil Field was discovered in September 1909.,Tiber Oil Field,discover,,,,low,semantic_search,none,pending_semantic,,,
"Mike Huckabee hosts Huckabee, a daytime talk show.",Mike Huckabee,host,,,,low,semantic_search,none,pending_semantic,,,
The Armenian Genocide took place outside the Ottoman Empire and the Republic of Turkey.,Armenian Genocide,take,,,,low,semantic_search,none,pending_semantic,,,
The undergraduate college of Harvard University became coeducational after its merger with Boston College.,college,become,,,,low,semantic_search,none,pending_semantic,,,
The first inauguration of Bill Clinton made him the 22nd Super Bowl Most Valuable Player.,inauguration,make,,,,low,semantic_search,none,pending_semantic,,,
XHamster is a novelization.,XHamster,be,,,,low,semantic_search,none,pending_semantic,,,
Alexandra Daddario is American and French.,Alexandra Daddario,be,United States,united states,P27,high,kg_exact_match,rule,match,,,
Weekly Idol is hosted by an actor.,Idol,host,,,,low,semantic_search,none,pending_semantic,,,
Brad Wilk was a member of Greta in 1990.,Brad Wilk,be,Greta,greta,P463,high,kg_exact_match,rule,property_not_in_kg,,,
Lalla Ward is a writer.,Lalla Ward,be,writer,writer,P106,high,kg_exact_match,rule,match,,,
One of the founders of San Diego Comic-Con was Chevron.,One,be,chevron,chevron,P39,medium,kg_retrieve,rule,not_found,,False,
Jeong Hyeong-don's birth year is 1978.,Jeong Hyeong-don,be,1978,1978,P39,medium,kg_retrieve,rule,not_found,,True,
At least five studio albums have been released by Chaka Khan.,studio albums,released,,,,low,semantic_search,none,pending_semantic,,,
Paris (Paris Hilton album) is devoid of elements of pop rock.,Paris,be,,,,low,semantic_search,none,pending_semantic,,,
Alice Cooper's full name is Vincent Damon Furnier.,Alice Cooper,be,,,,low,semantic_search,none,pending_semantic,,,
Moonlight's filming did not begin in 2015.,Moonlight,begin,,,,low,semantic_search,none,pending_semantic,,,
A Grammy winner is Robert Lopez.,Grammy winner,be,robert lopez,robert lopez,P39,medium,kg_retrieve,rule,not_found,,False,
Yale University's alumni doesn't include heads of state.,Yale University's,include,,,,low,semantic_search,none,pending_semantic,,,
Brad Wilk was a guitarist for Greta.,Brad Wilk,be,guitarist,guitarist,P106,high,kg_exact_match,rule,no_match,,True,
Margaret Thatcher was a president.,Margaret Thatcher,be,president,president,P106,high,kg_exact_match,rule,no_match,,True,
AMGTV is an adult-oriented television network.,AMGTV,be,,,,low,semantic_search,none,pending_semantic,,,
"Scotty Moore was born on December 17, 1931.",Scotty Moore,born,"December 17, 1931",1931-12-17,P569,high,kg_exact_match,rule,no_match,,True,
Pearl Jam is a type of dressing.,Pearl Jam,be,type,type,P39,medium,kg_retrieve,rule,not_found,,True,
Awkward Black Girl is without a star.,Awkward Black Girl,be,,,,low,semantic_search,none,pending_semantic,,,
Luis Fonsi is exclusively an actor.,Luis Fonsi,be,actor,actor,P106,high,kg_exact_match,rule,match,,,
Magic Johnson was a basketball player for the Lakers.,Magic Johnson,be,basketball player,basketball player,P106,high,kg_exact_match,rule,no_match,,True,
Rick Yune was on a series that cancelled on December 13.,Rick Yune,be,,,,low,semantic_search,none,pending_semantic,,,
House contains a character played by Omar Epps.,House,contain,,,,low,semantic_search,none,pending_semantic,,,
Luis Fonsi is Chinese.,Luis Fonsi,be,China,china,P27,high,kg_exact_match,rule,no_match,,True,
The Armenian Genocide occurred after the Second Constitutional Era.,Armenian Genocide,occur,,,,low,semantic_search,none,pending_semantic,,,
Stanley Williams died in 2007.,Stanley Williams,died,2007,2007,P570,high,kg_exact_match,rule,no_match,,True,
Sebastian Stan had a role in a TV production.,Sebastian Stan,have,,,,low,semantic_search,none,pending_semantic,,,
Jennifer Lopez dated Ben Affleck after her second divorce.,Jennifer Lopez,date,,,,low,semantic_search,none,pending_semantic,,,
Brad Wilk was a member of Greta in January of 1990.,Brad Wilk,be,Greta,greta,P463,high,kg_exact_match,rule,property_not_in_kg,,,
Yale University's alumni includes 19 justices.,Yale University's,include,,,,low,semantic_search,none,pending_semantic,,,
Joe Walsh was inducted in 2001.,Joe Walsh,induct,,,,low,semantic_search,none,pending_semantic,,,
David Packouz is an artist.,David Packouz,be,artist,artist,P106,high,kg_exact_match,rule,no_match,,True,
Villa Park refused to host the 90th FA Community Shield.,Villa Park,refuse,,,,low,semantic_search,none,pending_semantic,,,
Jennifer Lopez made an album.,Jennifer Lopez,make,,,,low,semantic_search,none,pending_semantic,,,
Sam Claflin is in jail.,Sam Claflin,be,,,,low,semantic_search,none,pending_semantic,,,
Andrew Kevin Walker is from North America.,Andrew Kevin Walker,be,North America,north america,P27,high,kg_exact_match,rule,no_match,,True,
Creedence Clearwater Revival did not have John Fogerty as lead vocalist and guitarist.,Clearwater Revival,have,,,,low,semantic_search,none,pending_semantic,,,
Viola Davis was unable to appear in Kate & Leopold.,Viola Davis,be,,,,low,semantic_search,none,pending_semantic,,,
Pearl Jam is a band.,Pearl Jam,be,band,band,P106,high,kg_exact_match,rule,no_match,,True,
"60 percent of the University of Mississippi's students come from Mississippi, of which 23 percent are minorities.",60 percent,come,,,,low,semantic_search,none,pending_semantic,,,
David Spade worked with graves.,David Spade,worked,,,,low,semantic_search,none,pending_semantic,,,
XHamster's The Sex Factor makes eight men and eight women compete to become a novelist.,Sex Factor,make,,,,low,semantic_search,none,pending_semantic,,,
Peking University is in Guam.,Peking University,be,Guam,guam,P131,medium,kg_exact_match,rule,property_not_in_kg,,,
Drake Bell doesn't sing.,Drake Bell,sing,,,,low,semantic_search,none,pending_semantic,,,
Harris Jayaraj is exclusively a teacher.,Harris Jayaraj,be,teacher,teacher,P106,high,kg_exact_match,rule,no_match,,True,
Justin Chatwin performed in the BBC UK series Doctor Who.,BBC UK series Doctor Who,appositive,,,P106,high,kg_exact_match,rule,skip_missing_fields,,,
Tom Baker has had directing roles.,Tom Baker,have,,,,low,semantic_search,none,pending_semantic,,,
Regina King has received a Supreme Court nomination.,Regina King,received,Supreme Court nomination,supreme court nomination,P166,high,kg_exact_match,rule,property_not_in_kg,,,
"Andrew Kevin Walker was born on August 24, 1964.",Andrew Kevin Walker,born,"August 24, 1964",1964-08-24,P569,high,kg_exact_match,rule,no_match,,True,
Rick Yune has appeared only exclusively on radio.,Rick Yune,appeared_in,,,,low,semantic_search,none,pending_semantic,,,
Jack Falahee was born.,Jack Falahee,born,,,P19,low,kg_retrieve,rule,retrieved,ann arbor,,
David Spade starred in Roshomon.,Roshomon,stars_in,David Spade,david spade,P161,medium,kg_retrieve,rule,not_found,,False,
Soyuz was part of the Soviet space program.,Soyuz,be,Soviet space program,soviet space program,P361,high,kg_exact_match,rule,property_not_in_kg,,,
Roswell is an Azerbaijani TV series.,Roswell,be,,,,low,semantic_search,none,pending_semantic,,,
Youtube has been ranked by a Utah-based web traffic analysis company.,Youtube,rank,,,,low,semantic_search,none,pending_semantic,,,
Eminem collaborates with Lil Uzi Vert on Recovery.,Eminem,collaborate,,,,low,semantic_search,none,pending_semantic,,,
Kim Jong-il died in 1982.,Kim Jong-il,died,1982,1982,P570,high,kg_exact_match,rule,no_match,,True,
Jennifer Lopez made a wood shed.,Jennifer Lopez,make,,,,low,semantic_search,none,pending_semantic,,,
Bradley Fuller is partners with Michael Bay.,Bradley Fuller,be,,,,low,semantic_search,none,pending_semantic,,,
Tylenol is advertised for dealing with fever.,Tylenol,advertise,,,,low,semantic_search,none,pending_semantic,,,
Saturn Corporation is a subsidiary of no other entities.,Saturn Corporation,be,subsidiary,subsidiary,P39,medium,kg_retrieve,rule,not_found,,True,
Yale University's alumni includes Bill Gates.,Yale University's,include,,,,low,semantic_search,none,pending_semantic,,,
Folklore excludes proverbs.,Folklore,exclude,,,,low,semantic_search,none,pending_semantic,,,
Lemmy was known for his distinctive playing style and appearance.,Lemmy,know,,,,low,semantic_search,none,pending_semantic,,,
Carlos Santana formed Santana in Florida.,Carlos Santana,formed,,,,low,semantic_search,none,pending_semantic,,,
Simón Bolívar's maiden name is Simón José Antonio de la Santísima Trinidad Bolívar y Palacios.,Palacios,be,,,,low,semantic_search,none,pending_semantic,,,
The State of Palestine claims Ghassan Kanafani.,State,claim,,,,low,semantic_search,none,pending_semantic,,,
Angela Bassett started her film career in Boston Massachusetts.,Angela Bassett,start,Angela Bassett,angela bassett,P112,medium,kg_retrieve,semantic_assist,not_found,,True,
Weekly Idol is hosted by Future.,Idol,host,,,,low,semantic_search,none,pending_semantic,,,
Baz Luhrmann's film Australia stars Hugh Jackman as Waluigi.,Baz Luhrmann's,stars_in,,,,low,semantic_search,none,pending_semantic,,,
The Gifted failed to be based on Marvel Comics' X-Men properties.,Gifted,fail,,,,low,semantic_search,none,pending_semantic,,,
Janelle Monáe is a ventriloquist.,Janelle Monáe,be,ventriloquist,ventriloquist,P106,high,kg_exact_match,rule,no_match,,True,
Bhagat Singh was a revolutionary.,Bhagat Singh,be,revolutionary,revolutionary,P106,high,kg_exact_match,rule,no_match,,True,
Aaron Burr dueled a Secretary of State.,Aaron Burr,duel,,,,low,semantic_search,none,pending_semantic,,,
Ashton Kutcher is a romantic comedy actor.,Ashton Kutcher,be,actor,actor,P106,high,kg_exact_match,rule,match,,,
Johanna Braddy acted in a TV series on Lifetime.,Johanna Braddy,act,,,,low,semantic_search,none,pending_semantic,,,
Buffy Summers has been portrayed only by Kristy Swanson.,Buffy Summers,portrayed,,,,low,semantic_search,none,pending_semantic,,,
Ann Richards was a governor for four years.,Ann Richards,be,governor,governor,P106,high,kg_exact_match,rule,no_match,,True,
Birthday Song (2 Chainz song) was composed by Mike Dean.,Birthday Song,compose,,,,low,semantic_search,none,pending_semantic,,,
Shadowhunters premiered on MTV.,Shadowhunters,premier,,,,low,semantic_search,none,pending_semantic,,,
Soul Food was published by Tracey Edmonds.,Soul Food,publish,,,,low,semantic_search,none,pending_semantic,,,
Gordon Ramsay has had trainees.,Gordon Ramsay,have,,,,low,semantic_search,none,pending_semantic,,,
Shawn Carlson is a STEM and poetry educator.,Shawn Carlson,be,poet,poet,P106,high,kg_exact_match,rule,no_match,,True,
Tilda Swinton does performance art.,Tilda Swinton,do,,,,low,semantic_search,none,pending_semantic,,,
Stanley Williams was a person who committed crimes.,Stanley Williams,be,crimes,crimes,P39,medium,kg_retrieve,rule,not_found,,True,
Blade Runner 2049 stars Keanu Reeves.,Blade Runner,stars_in,,,,low,semantic_search,none,pending_semantic,,,
