claim,subject,predicate,object_raw,object_text,property_id,confidence,route,mapping_source,semantic_score,relation_phrase,object
Colin Kaepernick is a starter for the San Francisco 49ers.,Colin Kaepernick,be,starter,starter,P39,medium,kg_retrieve,rule,,,
Bret Easton Ellis wrote the screenplay for The Canyons and he was criticized.,Bret Easton Ellis,written_by,the screenplay for The Canyons,,,low,semantic_search,none,,write criticize,
Telemundo is located in Georgia.,Telemundo,locate,Georgia,Georgia,P159,high,kg_exact_match,rule,,,
Eva Green had a pet cat.,Eva Green,have,a pet cat,,,low,semantic_search,none,,have,
John Dolmayan was born in Germany.,John Dolmayan,born,Germany,Germany,P19,high,kg_exact_match,rule,,,
Brian Michael Bendis has worked in media.,Brian Michael Bendis,worked,,,,low,semantic_search,none,,work in media,
Justine Bateman is a writer.,Justine Bateman,be,writer,writer,P106,high,kg_exact_match,rule,,,
Don Bradman was a Test coach.,Don Bradman,be,coach,coach,P106,high,kg_exact_match,rule,,,
Tijuana is part of the San Diego -- Tijuana metropolitan area.,Tijuana,be,the San Diego -- Tijuana metropolitan area,San Diego -- Tijuana metropolitan area,P361,high,kg_exact_match,rule,,,
Party Down is a show that Lizzy Caplan starred in.,Party Down,be,starred,starred,P39,medium,kg_retrieve,rule,,,
Joe Walsh was inducted into the New Museum.,Joe Walsh,induct,New Museum,New Museum,P463,high,kg_exact_match,semantic_assist,,induct into organization be,
Justin Chatwin performed in the CBS series American Gothic.,Justin Chatwin,perform,,,,low,semantic_search,none,,perform in the cbs series american gothic,
Paramore is from Texas.,Paramore,be,,,,low,semantic_search,none,,be from place,
PacSun sells trifles.,PacSun,sell,trifles,,,low,semantic_search,none,,sell,
Tilda Swinton is Irish and British.,Tilda Swinton,be,Ireland,Ireland,P27,high,kg_exact_match,rule,,,
"Mel B died before releasing ""I Want You Back"".",Mel B,i want you back,,,,low,semantic_search,none,,i want you back die,
Larry Wilmore performs stand up comedy.,Larry Wilmore,perform,,,,low,semantic_search,none,,perform,
"Edmund H. North was born June 12, 1911.",Edmund H. North,born,"June 12, 1911","June 12, 1911",P569,high,kg_exact_match,rule,,,
New Orleans Pelicans compete the southwest Division of the NBA's Western Conference.,New Orleans Pelicans,compete,Division of the,,,low,semantic_search,none,,compete,
The Colosseum is a wrestler from Italy.,Colosseum,be,a wrestler from Italy,,,low,semantic_search,none,,be a wrestler from italy,
Luis Fonsi does not go by his given name on stage.,Luis Fonsi,go,,,,low,semantic_search,none,,go by his given name on stage,
"In August 1991, Brad Wilk co-founded Rage.",Brad Wilk,founded_by,Rage,,,low,semantic_search,none,,cofounde in date,
Lalla Ward was born in 1951.,Lalla Ward,born,1951,1951,P569,high,kg_exact_match,rule,,,
Christa McAuliffe was a high school social studies teacher.,Christa McAuliffe,be,teacher,teacher,P106,high,kg_exact_match,rule,,,
The World Trade Center featured one building.,World Trade Center,feature,one building,,,low,semantic_search,none,,feature,
Annette Badland was in a cult.,Annette Badland,be,,,,low,semantic_search,none,,be in a cult,
Terry Crews played professional football.,Terry Crews,played_in,professional football,,,low,semantic_search,none,,play,
Soyuz was designed between 1961 and 1964.,Soyuz,design,,,,low,semantic_search,none,,design between 1961 and 1964 be,
John McEnroe and Tatum O'Neal had 3 kids together.,John McEnroe,have,3 kids,,,low,semantic_search,none,,have,
Tijuana is in Northwestern Mexico.,Tijuana,be,Northwestern Mexico,Northwestern Mexico,P131,medium,kg_exact_match,rule,,,
Dave Gibbons is an English letterer.,Dave Gibbons,be,letterer,letterer,P106,high,kg_exact_match,rule,,,
Paramore formed in July of 2004.,Paramore,formed,,,,low,semantic_search,none,,form in date,
Tottenham Hotspur F.C. was the first English club to win a UEFA club competition.,Tottenham Hotspur F.C,be,United Kingdom,United Kingdom,P27,high,kg_exact_match,rule,,,
"Ashley Cole was born December 20, 1980 in Sweden.",Ashley Cole,born,Sweden,Sweden,P19,high,kg_exact_match,rule,,,
Awkward Black Girl stars Nidhi Singh.,Awkward Black Girl,stars_in,Nidhi Singh,,,low,semantic_search,none,,star,
Paul Nicholls played Joe Wicks on EastEnders.,Paul Nicholls,played_in,Joe Wicks,Joe Wicks,P463,high,kg_exact_match,semantic_assist,,play on organization,
Marco Polo traveled to medieval China.,Marco Polo,travel,,,,low,semantic_search,none,,travel to place,
Alice Cooper's real name is Vincent Damon Furnier.,Alice Cooper,be,Vincent Damon Furnier,,,low,semantic_search,none,,be vincent damon furnier,
Edmund H. North was a screenwriter.,Edmund H. North,be,screenwriter,screenwriter,P106,high,kg_exact_match,rule,,,
Sikkim exhibits multiple policies.,Sikkim,exhibit,multiple policies,,,low,semantic_search,none,,exhibit,
Valencia is in America.,Valencia,be,America,America,P131,medium,kg_exact_match,rule,,,
Lou Gehrig received no votes on the Major League Baseball All-Century Team in 1999.,Lou Gehrig,received,no votes,no votes,P166,high,kg_exact_match,rule,,,
Tijuana is the largest city in Mexico.,Tijuana,be,the largest city in Mexico,,,low,semantic_search,none,,be the largest city in mexico,
Steve Wozniak was born before the invention of a microcomputer.,Steve Wozniak,born,,,P19,low,kg_retrieve,rule,,,
NRG Recording Studios is a podcast recording facility.,NRG Recording Studios,be,a podcast recording facility,,,low,semantic_search,none,,be a podcast recording facility,
Larry Wilmore is an actor.,Larry Wilmore,be,actor,actor,P106,high,kg_exact_match,rule,,,
Ian Brennan produces media.,Ian Brennan,produced,media,,,low,semantic_search,none,,produce,
Princess Mononoke has at least one type of tone.,Mononoke,have,at least one type of tone,,,low,semantic_search,none,,have,
Bea Arthur was an activist.,Bea Arthur,be,activist,activist,P106,high,kg_exact_match,rule,,,
Rupert Murdoch has worked.,Rupert Murdoch,worked,,,,low,semantic_search,none,,work,
"Marcus Bentley finished college on October 4th, 1967.",Marcus Bentley,finish,college,,,low,semantic_search,none,,finish on date,
Noel Fisher portrayed a goblin.,Noel Fisher,portrayed,a goblin,,,low,semantic_search,none,,portray,
Duff McKagan refused to ever be a musician.,Duff McKagan,refuse,,,,low,semantic_search,none,,refuse be,
"Bessie Smith was awarded a gold medal on April 15, 1894.",Bessie Smith,award,a gold medal,,,low,semantic_search,none,,award on date be,
Johnny Galecki played an uneducated character in The Big Bang Theory.,Big Bang Theory,played_in,Johnny Galecki,Johnny Galecki,P161,medium,kg_retrieve,rule,,,
Wentworth Miller made his screenwriting debut with the 2015 Stoker.,Wentworth Miller,make,his screenwriting debut,,,low,semantic_search,none,,make with person,
Joe Walsh was inducted into the Vocal Group Hall of Fame.,Joe Walsh,induct,Vocal Group Hall of Fame,Vocal Group Hall of Fame,P463,high,kg_exact_match,semantic_assist,,induct into organization be,
Tilda Swinton is an artist.,Tilda Swinton,be,artist,artist,P106,high,kg_exact_match,rule,,,
Victoria Palace Theatre is in a subsection located close to the center of London.,Victoria Palace Theatre,be,,,,low,semantic_search,none,,be in a subsection located close to the center of london,
Stanley Williams was sentenced to life in prison.,Stanley Williams,sentence,,,,low,semantic_search,none,,sentence to life in prison be,
Brad Wilk died before being a drummer for a hard rock band.,Brad Wilk,died,,,P570,low,kg_retrieve,rule,,,
Alexandra Daddario is American.,Alexandra Daddario,be,United States,United States,P27,high,kg_exact_match,rule,,,
New Orleans is the birthplace of Anne Rice.,New Orleans,be,the birthplace of Anne Rice,,,low,semantic_search,none,,be the birthplace of anne rice,
Colin Kaepernick is a starting quarterback for the San Francisco 49ers.,Colin Kaepernick,be,quarterback,quarterback,P39,medium,kg_retrieve,rule,,,
Mel B had a solo career in dancing.,Mel B,have,a solo career in dancing,,,low,semantic_search,none,,have,
Keith Urban was released in Belgium.,Keith Urban,released,,,,low,semantic_search,none,,release in place be,
Valencia is the third biggest large town in a country.,Valencia,be,town,town,P39,medium,kg_retrieve,rule,,,
AMGTV has pay per view programming.,AMGTV,pay,programming,,,low,semantic_search,none,,pay per view,
"Alexandra Daddario was bullied on March 16, 1986.",Alexandra Daddario,bully,,,,low,semantic_search,none,,bully on date be,
Lizzy Caplan starred in television show like The Class.,television show like The Class,stars_in,Lizzy Caplan,Lizzy Caplan,P161,medium,kg_retrieve,rule,,,
Steve Ditko was a cartoonist.,Steve Ditko,be,cartoonist,cartoonist,P106,high,kg_exact_match,rule,,,
Anne Rice was born in the 1960's.,Anne Rice,born,1960,1960,P569,high,kg_exact_match,rule,,,
Brad Wilk died before being a drummer for Greta.,Brad Wilk,died,,,P570,low,kg_retrieve,rule,,,
"Marcus Bentley was born on November 5th, 1267.",Marcus Bentley,born,"November 5th, 1267","November 5th, 1267",P569,high,kg_exact_match,rule,,,
Bradley Fuller partnered with Jerry Bruckheimer.,,bradley fuller,,,,low,semantic_search,none,,bradley fuller partner,
Henry II of France died in a tournament held to celebrate the autumn.,Henry II,died,,,P570,low,kg_retrieve,rule,,,
Liverpool was the town where Queen formed.,Liverpool,be,the town where Queen formed,,,low,semantic_search,none,,be the town where queen formed,
Emma Watson is a French-British car.,Emma Watson,be,car,car,P106,high,kg_exact_match,rule,,,
Tom Baker is incapable of having any acting roles.,Tom Baker,be,incapable,incapable,P39,medium,kg_retrieve,rule,,,
Island Records are involved with the community in Jamaica.,Island Records,involve,,,,low,semantic_search,none,,involve with the community in jamaica,
AMGTV has science fiction television programming.,AMGTV,have,science fiction television programming,,,low,semantic_search,none,,have,
Tijuana is in Mexico.,Tijuana,be,Mexico,Mexico,P131,medium,kg_exact_match,rule,,,
"The United Nations Charter was signed in San Francisco, United States in 1945.",United Nations Charter,sign,,,,low,semantic_search,none,,sign in date be,
Earl Scruggs was born in January.,Earl Scruggs,born,January,January,P569,high,kg_exact_match,rule,,,
Joe Walsh was barely inducted in 2001.,Joe Walsh,induct,,,,low,semantic_search,none,,induct in date be,
Keith Urban is a Algerian pop music artist's second studio album.,Keith Urban,be,Algeria,Algeria,P27,high,kg_exact_match,rule,,,
Dave Gibbons has no middle name.,Dave Gibbons,have,no middle name,,,low,semantic_search,none,,have,
Murda Beatz is fully Japanese.,Murda Beatz,be,Japan,Japan,P27,high,kg_exact_match,rule,,,
Rupert Murdoch lacks control of 21st Century Fox.,Rupert Murdoch,lack,control of 21st Century Fox,,,low,semantic_search,none,,lack,
David Spade starred in a minefield.,minefield,stars_in,David Spade,David Spade,P161,medium,kg_retrieve,rule,,,
Diwali spiritually signifies knowledge over ignorance.,Diwali,signify,knowledge,,,low,semantic_search,none,,signify over ignorance,
House is on ABC.,House,be,ABC,ABC,P463,high,kg_exact_match,semantic_assist,,be on organization,
"Tom DeLonge formed a band with Mark Hoppus and Scott Raynor, who was a bassist and a drummer, respectively.",Tom DeLonge,formed,a band,,,low,semantic_search,none,,form with person,
Bea Arthur's birth name was Bernice Frankel.,Bernice Frankel,be,Bernice Frankel,,,low,semantic_search,none,,be bernice frankel,
Johnny Galecki acted in Roseanne for five years.,Johnny Galecki,act,,,,low,semantic_search,none,,act in place for date,
Edmund H. North won an Academy Award.,Edmund H. North,won,an Academy Award,Academy Award,P166,high,kg_exact_match,rule,,,
Tim McGraw was on vacation with Reese Witherspoon.,Tim McGraw,be,,,,low,semantic_search,none,,be on vacation with reese witherspoon,
Colin Kaepernick was backup to Tom Brady.,Colin Kaepernick,be,brady,brady,P39,medium,kg_retrieve,rule,,,
Gal Gadot was ranked ahead of Shlomit Malka for highest earning female politicans  in Israel.,Gal Gadot,rank,,,,low,semantic_search,none,,rank for highest earning female politicans in israel be,
XHamster produces a web series.,XHamster,produced,web,,,low,semantic_search,none,,produce,
Mary-Kate Olsen and Ashley Olsen acted.,Ashley Olsen,act,,,,low,semantic_search,none,,act,
Humphrey Bogart was watching many Classic American cinema in 1999.,Humphrey Bogart,watch,many Classic American cinema,,,low,semantic_search,none,,watch in date be,
Rupert Murdoch is a newspaper owner.,Rupert Murdoch,be,newspaper owner,newspaper owner,P106,high,kg_exact_match,rule,,,
Paris (Paris Hilton album) incorporates elements of a music genre that originated in a club in the late 1960s.,Paris,incorporate,elements of a music genre that originated in a club in the late 1960s,,,low,semantic_search,none,,incorporate,
Taylor Lautner appeared in Malcolm in the Middle.,Taylor Lautner,appeared_in,,,,low,semantic_search,none,,appear in place,
Brazzers is based in Italy.,Brazzers,base,Italy,Italy,P159,high,kg_exact_match,rule,,,
A View to a Kill is the third James Bond film written by John Glen.,View,be,glen,glen,P39,medium,kg_retrieve,rule,,,
Valencia is a village.,Valencia,be,village,village,P106,high,kg_exact_match,rule,,,
Stanley Williams was born in 2005.,Stanley Williams,born,2005,2005,P569,high,kg_exact_match,rule,,,
Yara Shahidi is a person from America.,Yara Shahidi,be,person,person,P39,medium,kg_retrieve,rule,,,
Nuuk works for the largest cultural center of Greenland.,Nuuk,worked,the largest cultural center of Greenland,largest cultural center of Greenland,P463,high,kg_exact_match,rule,,,
Mickey Rourke appeared in a superhero film based on a DC character.,Mickey Rourke,appeared_in,,,,low,semantic_search,none,,appear in a superhero film based base,
The World Trade Center opened on April 5.,World Trade Center,open,,,,low,semantic_search,none,,open on date,
Paul Nicholls created Joe Wicks.,Paul Nicholls,create,Joe Wicks,,,low,semantic_search,none,,create,
Ann Richards was the head of the legislative branch of Texas's government.,Ann Richards,be,head,head,P39,medium,kg_retrieve,rule,,,
Eva Green acted in Twilight.,Eva Green,act,,,,low,semantic_search,none,,act in place,
John Dolmayan is a German songwriter.,John Dolmayan,be,songwriter,songwriter,P106,high,kg_exact_match,rule,,,
Osamu Tezuka's mother had to erase pages in his binder.,Osamu Tezuka,have,,,,low,semantic_search,none,,have erase,
Manmohan Singh was the first Sikh in North Carolina.,Manmohan Singh,be,sikh,sikh,P106,high,kg_exact_match,rule,,,
Mary-Kate Olsen and Ashley Olsen are also known as the Olsen twins when referred to collectively.,Ashley Olsen,know,,,,low,semantic_search,none,,know as the olsen twins refer,
