claim,label,matched
José Ferrer was a writer of plays.,NOT ENOUGH INFO,['josé ferrer']
Damon Albarn collaborated with Brian Eno on his album Everyday Robots.,SUPPORTS,['damon albarn']
Tom DeLonge formed Blink-182 in 2002.,REFUTES,['tom delonge']
Fred Armisen is a cat.,REFUTES,['fred armisen']
Anushka Sharma is a winner of a Filmfare Award.,SUPPORTS,['anushka sharma']
Joe Rogan did not move to Los Angeles in 1994.,REFUTES,['joe rogan']
Richard Dawkins makes regular radio appearances.,SUPPORTS,['richard dawkins']
Mount Rushmore was built by Tim Howd and his pet snake Lincoln Borglum.,REFUTES,['lincoln']
Annette Badland was in The Sparticle Mystery portraying Doomsday Dora.,SUPPORTS,['annette badland']
Edmund H. North was British.,REFUTES,['edmund h. north']
Duff McKagan is a painter.,NOT ENOUGH INFO,['duff mckagan']
Jim Broadbent is involved with Game of Thrones (season 7).,SUPPORTS,['thrones']
Stan Beeman is in an HBO series.,NOT ENOUGH INFO,['hbo']
"Kellyanne Conway referenced something which never occurred, called the ""Bowling Green massacre.""",SUPPORTS,['kellyanne conway']
Terry Crews played in the NFL in 2001.,NOT ENOUGH INFO,['terry crews']
Tylenol is advertised for increasing pain.,REFUTES,['tylenol']
Pearl Jam plays music together.,NOT ENOUGH INFO,['pearl jam']
Fidel Castro transferred his responsibilities.,SUPPORTS,['fidel castro']
Anne Sullivan was born on April 12 1866.,REFUTES,['anne sullivan']
Andrew Kevin Walker is a director.,NOT ENOUGH INFO,['andrew kevin walker']
Annette Badland played Doomsday Dora in The Sparticle Mystery.,SUPPORTS,['annette badland']
Matthias Corvinus had a daughter called the Bibliotheca Corviniana.,NOT ENOUGH INFO,['matthias corvinus']
XHamster produces a collection of Indian literature.,NOT ENOUGH INFO,['xhamster']
Randy Savage wears his hair long.,NOT ENOUGH INFO,['randy savage']
Janelle Monáe is a singer and songwriter.,SUPPORTS,['janelle monáe']
Aarhus is in the geographical center of Denmark.,SUPPORTS,['aarhus']
AMGTV does not have sports television programming.,REFUTES,['amgtv']
Aaron Burr killed Alexander Hamilton in New Jersey.,SUPPORTS,['aaron burr']
Colin Kaepernick is a football player.,SUPPORTS,['colin kaepernick']
Capitol Nashville released Keith Urban.,SUPPORTS,['keith urban']
Paris (Paris Hilton album) incorporates rhythm and lyrics of soul.,NOT ENOUGH INFO,['paris hilton']
Damon Albarn's debut album was co-recorded by Richard Russell.,NOT ENOUGH INFO,['damon albarn']
Bethany Hamilton's biopic was directed by Sean McNamara.,SUPPORTS,['bethany hamilton']
Tim McGraw had a supporting role in Friday Night Lights.,SUPPORTS,['tim mcgraw']
"The United Nations Charter was vetoed in San Francisco, United States.",REFUTES,['the united nations']
The 14th Dalai Lama resides in India.,SUPPORTS,['dalai']
Harold Macmillan served as the first Prime Minister of the United Kingdom.,NOT ENOUGH INFO,['harold macmillan']
"""Love the Way You Lie"" is Eminem's single.",NOT ENOUGH INFO,['eminem']
Underdog stars Harrison Ford.,NOT ENOUGH INFO,['harrison ford']
"The Tijuana -- San Diego metropolitan area's name is a misnomer, as Tijuana is not located within it.",REFUTES,['tijuana']
Mel B released a film on Virgin Records.,NOT ENOUGH INFO,"['mel', 'mel b', 'virgin records']"
Stan Beeman is in a show on CBS.,REFUTES,['cbs']
One of the founders of San Diego Comic-Con was not Richard Alf.,REFUTES,['san diego comic-con']
Connie Nielsen is a film actress.,SUPPORTS,['connie nielsen']
Trevor Griffiths is English and Scottish.,NOT ENOUGH INFO,['trevor griffiths']
Tom Baker has narrated American audio books.,NOT ENOUGH INFO,['tom baker']
Barry Van Dyke is the second son of American actor Dick Van Dyke.,SUPPORTS,"['dick van dyke', 'barry van dyke']"
Angela Bassett started her film career in 1954.,REFUTES,['angela bassett']
Private Lives is a comedy of manners from 1930 by Noel Coward.,SUPPORTS,['noel coward']
Liverpool was the town where The Beatles formed and where they broke up.,NOT ENOUGH INFO,"['beatles', 'liverpool']"
"In California, Stephen Hillenburg was raised.",SUPPORTS,['stephen hillenburg']
Birthday Song (2 Chainz song) was produced by Drake.,NOT ENOUGH INFO,['drake']
Lizzy Caplan starred in television show like True Blood.,SUPPORTS,['lizzy caplan']
Bethany Hamilton wrote a to do list.,NOT ENOUGH INFO,['bethany hamilton']
John Deighton was forced to pursue other lines of work outside of tending his bar.,NOT ENOUGH INFO,['john deighton']
Valencia is the seat of government of Valencia.,NOT ENOUGH INFO,['valencia']
A song on Virgin Records was released by Mel B.,SUPPORTS,"['mel', 'mel b', 'virgin records']"
Jamie Murray is a three-time Grand Slam doubles loser.,NOT ENOUGH INFO,['jamie murray']
Oscar de la Hoya was The Ring magazine's top-rated fighter in the world in 1998 and 1999.,NOT ENOUGH INFO,['oscar de la hoya']
Tylenol is shouted for relieving the symptoms of cold.,NOT ENOUGH INFO,['tylenol']
NRG Recording Studios is a performance facility.,NOT ENOUGH INFO,['nrg recording studios']
The current Chief Executive Officer of Lockheed Martin is Kansas native Marillyn Hewson.,NOT ENOUGH INFO,['lockheed']
The State of Palestine denies a territory in Western Asia.,NOT ENOUGH INFO,['the state of palestine']
Tom Baker has narrated American commercials.,NOT ENOUGH INFO,['tom baker']
Ralph Fults was born January 23 1911 and died in March of 1993.,SUPPORTS,['ralph fults']
Wentworth Miller made his screenwriting debut with the 80s film Stoker.,REFUTES,['wentworth miller']
Trollhunters was produced by Adam Sandler.,REFUTES,['adam sandler']
Taylor Lautner had voice roles in 13 video game titles in 2008.,NOT ENOUGH INFO,['taylor lautner']
Margaret Thatcher was a squid.,REFUTES,['margaret thatcher']
Earl Scruggs's dog's name is Barkington.,NOT ENOUGH INFO,['earl scruggs']
Harvard University is not a research university.,SUPPORTS,['harvard university']
Danny Brown released two music studio albums.,REFUTES,['danny brown']
Wales has a large region rich in coal deposits called the South Wales Coalfield.,SUPPORTS,['wales']
Robert Palmer (writer) has produced poems.,NOT ENOUGH INFO,['robert palmer']
Bonn is the birthplace of Ludwig van Beethoven.,SUPPORTS,['ludwig van beethoven']
Brian Michael Bendis has worked in the movie industry.,SUPPORTS,['brian michael bendis']
Mel B released a song in Germany.,NOT ENOUGH INFO,"['mel', 'mel b']"
Duane Chapman is a person who bounty hunts.,SUPPORTS,['duane chapman']
Martin Van Buren was exclusively unelected.,REFUTES,['martin van buren']
Colin Kaepernick did not become a starter during the 49ers 63rd season in the National Football League.,NOT ENOUGH INFO,"['colin kaepernick', 'the national football league']"
Craig David has yet to be nominated for any Brit Awards.,NOT ENOUGH INFO,['craig david']
In 1947 José Ferrer won a Tony Award.,SUPPORTS,['josé ferrer']
NRG Recording Studios is located in California.,SUPPORTS,['nrg recording studios']
Tilda Swinton is vegan.,NOT ENOUGH INFO,['tilda swinton']
Victoria Palace Theatre is on the same side as a central London railway terminus.,REFUTES,['victoria palace theatre']
Danger UXB is a TV show.,SUPPORTS,['uxb']
Trevor Griffiths was born in a city.,SUPPORTS,['trevor griffiths']
San Diego Comic-Con was founded as the Golden State Comic Book Convention.,SUPPORTS,['san diego comic-con']
"Murda Beatz is from San Diego, California.",REFUTES,['murda beatz']
"Simón Bolívar died on December 17th, 1830 in Bolivia.",NOT ENOUGH INFO,['simón bolívar']
Creedence Clearwater Revival was not active in the late 1960s and early 1970s.,REFUTES,['creedence clearwater revival']
Osamu Tezuka has a French mother.,NOT ENOUGH INFO,['osamu tezuka']
Margaret Thatcher was the earliest woman to lead a major political party in the UK.,SUPPORTS,['margaret thatcher']
Hindu Kush is entirely in India.,REFUTES,['kush']
Richard Dawkins has been awarded prestigious awards.,SUPPORTS,['richard dawkins']
Mike Huckabee was Governor of Arkansas.,SUPPORTS,['mike huckabee']
Chaka Khan had a crossover hit featuring Waluigi.,NOT ENOUGH INFO,['chaka khan']
Duane Chapman is American.,SUPPORTS,['duane chapman']
Shawn Carlson is a science chef.,NOT ENOUGH INFO,['shawn carlson']
Ernest Medina participated in a documented mass killing.,SUPPORTS,['ernest medina']
Brad Wilk was a manager for a hard rock band.,NOT ENOUGH INFO,['brad wilk']
Osamu Tezuka has a mother.,SUPPORTS,['osamu tezuka']
Paul Nicholls is a singer.,REFUTES,['paul nicholls']
Fidel Castro has a brother called Raúl Castro.,SUPPORTS,['fidel castro']
Mickey Rourke only appears in a films he writes alone.,REFUTES,['mickey rourke']
"Trevor Griffiths was born on April 4, 1935.",SUPPORTS,['trevor griffiths']
Henry II of France died in an archery tournament.,REFUTES,['henry ii']
Ann Richards was a Muslim.,NOT ENOUGH INFO,['ann richards']
James VI and I was a person.,SUPPORTS,['james vi']
Janet Leigh was incapable of acting.,REFUTES,['janet leigh']
Alexandra Daddario is not American.,REFUTES,['alexandra daddario']
"Diana, Princess of Wales's father inherited the title of Duke of Wellington.",REFUTES,['wales']
Damon Albarn's debut album was co-produced by Richard Russel.,NOT ENOUGH INFO,['damon albarn']
Thomas Jefferson did not found the University of Virginia.,REFUTES,['thomas jefferson']
The Adventures of Pluto Nash was directed by Ron Underwood.,SUPPORTS,['ron underwood']
Janet Leigh was Catholic.,NOT ENOUGH INFO,['janet leigh']
The horse was domesticated on a broad scale by 3000 BC.,SUPPORTS,['bc']
Baz Luhrmann's film Australia is an epic futuristic romantic drama.,REFUTES,['baz luhrmann']
Colin Kaepernick is a starter for the San Francisco 49ers.,SUPPORTS,['colin kaepernick']
Bret Easton Ellis wrote the screenplay for The Canyons and he was criticized.,SUPPORTS,['bret easton ellis']
Telemundo is located in Georgia.,REFUTES,['telemundo']
Eva Green had a pet cat.,NOT ENOUGH INFO,['eva green']
John Dolmayan was born in Germany.,REFUTES,['john dolmayan']
Brian Michael Bendis has worked in media.,SUPPORTS,['brian michael bendis']
Justine Bateman is a writer.,SUPPORTS,['justine bateman']
Don Bradman was a Test coach.,NOT ENOUGH INFO,['don bradman']
Tijuana is part of the San Diego -- Tijuana metropolitan area.,SUPPORTS,['tijuana']
Party Down is a show that Lizzy Caplan starred in.,SUPPORTS,['lizzy caplan']
Joe Walsh was inducted into the New Museum.,NOT ENOUGH INFO,['joe walsh']
Justin Chatwin performed in the CBS series American Gothic.,SUPPORTS,['cbs']
Paramore is from Texas.,REFUTES,['paramore']
PacSun sells trifles.,NOT ENOUGH INFO,['pacsun']
Tilda Swinton is Irish and British.,NOT ENOUGH INFO,['tilda swinton']
"Mel B died before releasing ""I Want You Back"".",REFUTES,"['mel', 'mel b']"
Larry Wilmore performs stand up comedy.,NOT ENOUGH INFO,['larry wilmore']
"Edmund H. North was born June 12, 1911.",REFUTES,['edmund h. north']
New Orleans Pelicans compete the southwest Division of the NBA's Western Conference.,SUPPORTS,['nba']
The Colosseum is a wrestler from Italy.,REFUTES,['colosseum']
Luis Fonsi does not go by his given name on stage.,SUPPORTS,['luis fonsi']
"In August 1991, Brad Wilk co-founded Rage.",SUPPORTS,['brad wilk']
Lalla Ward was born in 1951.,SUPPORTS,['lalla ward']
Christa McAuliffe was a high school social studies teacher.,SUPPORTS,['christa mcauliffe']
The World Trade Center featured one building.,REFUTES,['the world trade center']
Annette Badland was in a cult.,NOT ENOUGH INFO,['annette badland']
Terry Crews played professional football.,SUPPORTS,['terry crews']
Soyuz was designed between 1961 and 1964.,NOT ENOUGH INFO,['soyuz']
John McEnroe and Tatum O'Neal had 3 kids together.,SUPPORTS,"[""tatum o'neal""]"
Tijuana is in Northwestern Mexico.,SUPPORTS,['tijuana']
Dave Gibbons is an English letterer.,SUPPORTS,['dave gibbons']
Paramore formed in July of 2004.,NOT ENOUGH INFO,['paramore']
Tottenham Hotspur F.C. was the first English club to win a UEFA club competition.,NOT ENOUGH INFO,['uefa']
"Ashley Cole was born December 20, 1980 in Sweden.",NOT ENOUGH INFO,['ashley cole']
Awkward Black Girl stars Nidhi Singh.,NOT ENOUGH INFO,['awkward black girl']
Paul Nicholls played Joe Wicks on EastEnders.,SUPPORTS,['paul nicholls']
Marco Polo traveled to medieval China.,SUPPORTS,['marco polo']
Alice Cooper's real name is Vincent Damon Furnier.,SUPPORTS,['alice cooper']
Edmund H. North was a screenwriter.,SUPPORTS,['edmund h. north']
Sikkim exhibits multiple policies.,NOT ENOUGH INFO,['sikkim']
Valencia is in America.,REFUTES,['valencia']
Lou Gehrig received no votes on the Major League Baseball All-Century Team in 1999.,REFUTES,['lou gehrig']
Tijuana is the largest city in Mexico.,NOT ENOUGH INFO,['tijuana']
Steve Wozniak was born before the invention of a microcomputer.,NOT ENOUGH INFO,['steve wozniak']
NRG Recording Studios is a podcast recording facility.,NOT ENOUGH INFO,['nrg recording studios']
Larry Wilmore is an actor.,SUPPORTS,['larry wilmore']
Ian Brennan produces media.,NOT ENOUGH INFO,['ian brennan']
Princess Mononoke has at least one type of tone.,SUPPORTS,['mononoke']
Bea Arthur was an activist.,SUPPORTS,['bea arthur']
Rupert Murdoch has worked.,SUPPORTS,['rupert murdoch']
"Marcus Bentley finished college on October 4th, 1967.",REFUTES,['marcus bentley']
Noel Fisher portrayed a goblin.,NOT ENOUGH INFO,['noel fisher']
Duff McKagan refused to ever be a musician.,REFUTES,['duff mckagan']
"Bessie Smith was awarded a gold medal on April 15, 1894.",NOT ENOUGH INFO,['bessie smith']
Johnny Galecki played an uneducated character in The Big Bang Theory.,REFUTES,"['the big bang theory', 'johnny galecki']"
Wentworth Miller made his screenwriting debut with the 2015 Stoker.,REFUTES,['wentworth miller']
Joe Walsh was inducted into the Vocal Group Hall of Fame.,SUPPORTS,"['fame', 'joe walsh']"
Tilda Swinton is an artist.,SUPPORTS,['tilda swinton']
Victoria Palace Theatre is in a subsection located close to the center of London.,NOT ENOUGH INFO,['victoria palace theatre']
Stanley Williams was sentenced to life in prison.,REFUTES,['stanley williams']
Brad Wilk died before being a drummer for a hard rock band.,NOT ENOUGH INFO,['brad wilk']
Alexandra Daddario is American.,SUPPORTS,['alexandra daddario']
New Orleans is the birthplace of Anne Rice.,SUPPORTS,['anne rice']
Colin Kaepernick is a starting quarterback for the San Francisco 49ers.,SUPPORTS,['colin kaepernick']
Mel B had a solo career in dancing.,NOT ENOUGH INFO,"['mel', 'mel b']"
Keith Urban was released in Belgium.,NOT ENOUGH INFO,['keith urban']
Valencia is the third biggest large town in a country.,NOT ENOUGH INFO,['valencia']
AMGTV has pay per view programming.,NOT ENOUGH INFO,['amgtv']
"Alexandra Daddario was bullied on March 16, 1986.",NOT ENOUGH INFO,['alexandra daddario']
Lizzy Caplan starred in television show like The Class.,SUPPORTS,['lizzy caplan']
Steve Ditko was a cartoonist.,NOT ENOUGH INFO,['steve ditko']
Anne Rice was born in the 1960's.,REFUTES,['anne rice']
Brad Wilk died before being a drummer for Greta.,REFUTES,['brad wilk']
"Marcus Bentley was born on November 5th, 1267.",REFUTES,['marcus bentley']
Bradley Fuller partnered with Jerry Bruckheimer.,NOT ENOUGH INFO,['bradley fuller']
Henry II of France died in a tournament held to celebrate the autumn.,REFUTES,['henry ii']
Liverpool was the town where Queen formed.,NOT ENOUGH INFO,['liverpool']
Emma Watson is a French-British car.,REFUTES,['emma watson']
Tom Baker is incapable of having any acting roles.,REFUTES,['tom baker']
Island Records are involved with the community in Jamaica.,NOT ENOUGH INFO,['island records']
AMGTV has science fiction television programming.,REFUTES,['amgtv']
Tijuana is in Mexico.,REFUTES,['tijuana']
"The United Nations Charter was signed in San Francisco, United States in 1945.",SUPPORTS,['the united nations']
Earl Scruggs was born in January.,SUPPORTS,['earl scruggs']
Joe Walsh was barely inducted in 2001.,REFUTES,['joe walsh']
Keith Urban is a Algerian pop music artist's second studio album.,REFUTES,['keith urban']
Dave Gibbons has no middle name.,REFUTES,['dave gibbons']
Murda Beatz is fully Japanese.,NOT ENOUGH INFO,['murda beatz']
Rupert Murdoch lacks control of 21st Century Fox.,REFUTES,"['fox', 'rupert murdoch']"
David Spade starred in a minefield.,NOT ENOUGH INFO,['david spade']
Diwali spiritually signifies knowledge over ignorance.,SUPPORTS,['diwali']
House is on ABC.,REFUTES,['abc']
"Tom DeLonge formed a band with Mark Hoppus and Scott Raynor, who was a bassist and a drummer, respectively.",SUPPORTS,['tom delonge']
