claim,subject,predicate,object_raw,object_text,property_id,confidence,route,mapping_source,semantic_score,relation_phrase,object,nli_premise,evidence_source,sem_top_triple,sem_top_score,sem_evidence,has_evidence,nli_premise_verbalized,nli_entailment,nli_contradiction,nli_neutral,nli_verdict,nli_confidence,label,gold_label,pred_label
Caroline Kennedy served as United States Ambassador to Germany.,Caroline Kennedy,served_as,germany,germany,P39,medium,kg_retrieve,rule,,,,Caroline Kennedy position held germany,kg_retrieve,,,,True,Caroline Kennedy has held the position of germany.,0.0012,0.0438,0.955,NOT_ENOUGH_INFO,0.955,REFUTES,REFUTES,NOT_ENOUGH_INFO
Trevor Griffiths was born in an inner metropolis area.,Trevor Griffiths,born,,,P19,low,kg_retrieve,rule,,,,,kg_retrieve,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
The first follower of Sikhism in office was Manmohan Singh.,follower,be,manmohan singh,manmohan singh,P39,medium,kg_retrieve,rule,,,,follower position held manmohan singh,kg_retrieve,,,,True,follower has held the position of manmohan singh.,0.001,0.0025,0.9965,NOT_ENOUGH_INFO,0.9965,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Caroline Kennedy served as Japanese Ambassador to the United States.,Caroline Kennedy,served_as,japanese ambassador,japanese ambassador,P39,medium,kg_retrieve,rule,,,,Caroline Kennedy position held japanese ambassador,kg_retrieve,,,,True,Caroline Kennedy has held the position of japanese ambassador.,0.0006,0.001,0.9984,NOT_ENOUGH_INFO,0.9984,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Dave Gibbons was born at a Planet Fitness.,Dave Gibbons,born,,,P19,low,kg_retrieve,rule,,,,,kg_retrieve,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Nestor Carbonell played baseball in Lost.,Lost,played_in,Nestor Carbonell,Nestor Carbonell,P161,medium,kg_retrieve,rule,,,,Lost cast member Nestor Carbonell,kg_retrieve,,,,True,Lost has Nestor Carbonell as a cast member.,0.0007,0.0681,0.9312,NOT_ENOUGH_INFO,0.9312,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Johnny Galecki plays Dr. Leonard Hofstadter in The Big Bang Theory.,Big Bang Theory,played_in,Johnny Galecki,Johnny Galecki,P161,medium,kg_retrieve,rule,,,,Big Bang Theory cast member Johnny Galecki,kg_retrieve,,,,True,Big Bang Theory has Johnny Galecki as a cast member.,0.0003,0.0848,0.9149,NOT_ENOUGH_INFO,0.9149,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
"James Jones's nickname is ""Cody"".",James Jones,be,cody,cody,P39,medium,kg_retrieve,rule,,,,James Jones position held cody,kg_retrieve,,,,True,James Jones has held the position of cody.,0.9738,0.0014,0.0248,SUPPORTS,0.9738,REFUTES,REFUTES,SUPPORTS
"23 percent of the University of Mississippi's students are minorities, with over 60 percent of the overall population coming from the state.",23 percent,be,minorities,minorities,P39,medium,kg_retrieve,rule,,,,23 percent position held minorities,kg_retrieve,,,,True,23 percent has held the position of minorities.,0.0002,0.0005,0.9993,NOT_ENOUGH_INFO,0.9993,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Marjorie Gross wrote for film exclusively.,Marjorie Gross,written_by,Marjorie Gross,Marjorie Gross,P57,medium,kg_retrieve,semantic_assist,,write for film,,Marjorie Gross director Marjorie Gross,kg_retrieve,,,,True,Marjorie Gross was directed by Marjorie Gross.,0.0107,0.0258,0.9635,NOT_ENOUGH_INFO,0.9635,REFUTES,REFUTES,NOT_ENOUGH_INFO
23 percent of the University of Mississippi's students are minorities.,23 percent,be,minorities,minorities,P39,medium,kg_retrieve,rule,,,,23 percent position held minorities,kg_retrieve,,,,True,23 percent has held the position of minorities.,0.0003,0.0003,0.9994,NOT_ENOUGH_INFO,0.9994,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
John Dolmayan was born in a castle.,John Dolmayan,born,,,P19,low,kg_retrieve,rule,,,,,kg_retrieve,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
"Duane Chapman's full name is not Duane Lee ""Dog"" Chapman I.",Duane Chapman,be,chapman i,chapman i,P39,medium,kg_retrieve,rule,,,,Duane Chapman position held chapman i,kg_retrieve,,,,True,Duane Chapman has held the position of chapman i.,0.0009,0.9927,0.0064,REFUTES,0.9927,REFUTES,REFUTES,REFUTES
James Earl Jones was not the voice of Darth Vader.,James Earl Jones,be,voice,voice,P39,medium,kg_retrieve,rule,,,,James Earl Jones position held voice,kg_retrieve,,,,True,James Earl Jones has held the position of voice.,0.0067,0.9537,0.0395,REFUTES,0.9537,REFUTES,REFUTES,REFUTES
The current President of Lockheed Martin is also the company's founder.,President,be,founder,founder,P39,medium,kg_retrieve,rule,,,,President position held founder,kg_retrieve,,,,True,President has held the position of founder.,0.0002,0.0009,0.9989,NOT_ENOUGH_INFO,0.9989,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Henry VIII (TV serial) features Ray Winstone in a leading role.,leading role,feature,Henry VIII,Henry VIII,P161,medium,kg_retrieve,rule,,,,leading role cast member Henry VIII,kg_retrieve,,,,True,leading role has Henry VIII as a cast member.,0.0,0.9889,0.011,REFUTES,0.9889,SUPPORTS,SUPPORTS,REFUTES
Aleister Crowley wrote the poem Clouds without Water.,Clouds without Water,written_by,Aleister Crowley,Aleister Crowley,P58,medium,kg_retrieve,rule,,,,Clouds without Water screenwriter Aleister Crowley,kg_retrieve,,,,True,Aleister Crowley was written by Clouds without Water.,0.056,0.2491,0.6949,NOT_ENOUGH_INFO,0.6949,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Larry Wilmore is a person who performs comedy.,Larry Wilmore,be,comedy,comedy,P39,medium,kg_retrieve,rule,,,,Larry Wilmore position held comedy,kg_retrieve,,,,True,Larry Wilmore has held the position of comedy.,0.9722,0.0007,0.0271,SUPPORTS,0.9722,SUPPORTS,SUPPORTS,SUPPORTS
The White House Press Secretary is a senior White House official.,Press Secretary,be,official,official,P39,medium,kg_retrieve,rule,,,,Press Secretary position held official,kg_retrieve,,,,True,Press Secretary has held the position of official.,0.1281,0.0001,0.8718,NOT_ENOUGH_INFO,0.8718,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Birthday Song (2 Chainz song) was unable to get produced by Mike Dean.,Birthday Song,be,dean,dean,P39,medium,kg_retrieve,rule,,,,Birthday Song position held dean,kg_retrieve,,,,True,Birthday Song has held the position of dean.,0.0,0.9994,0.0006,REFUTES,0.9994,REFUTES,REFUTES,REFUTES
Private Lives is an English comedy in three acts by Noel Coward.,Lives,be,english comedy,english comedy,P39,medium,kg_retrieve,rule,,,,Lives position held english comedy,kg_retrieve,,,,True,Lives has held the position of english comedy.,0.0001,0.0006,0.9993,NOT_ENOUGH_INFO,0.9993,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Bret Easton Ellis wrote the screenplay for a film directed by Ingmar Bergman.,Bret Easton Ellis,written_by,Ingmar Bergman,Ingmar Bergman,P58,medium,kg_retrieve,semantic_assist,,write,,Bret Easton Ellis screenwriter Ingmar Bergman,kg_retrieve,,,,True,Ingmar Bergman was written by Bret Easton Ellis.,0.1696,0.0058,0.8246,NOT_ENOUGH_INFO,0.8246,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Janet Leigh was incapable of dancing.,Janet Leigh,be,incapable,incapable,P39,medium,kg_retrieve,rule,,,,Janet Leigh position held incapable,kg_retrieve,,,,True,Janet Leigh has held the position of incapable.,0.0003,0.0005,0.9992,NOT_ENOUGH_INFO,0.9992,REFUTES,REFUTES,NOT_ENOUGH_INFO
L.A. Reid has served as a waiter at Arista Records.,L.A. Reid,served_as,waiter,waiter,P39,medium,kg_retrieve,rule,,,,L.A. Reid position held waiter,kg_retrieve,,,,True,L.A. Reid has held the position of waiter.,0.0001,0.0006,0.9993,NOT_ENOUGH_INFO,0.9993,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Terry Crews played on the Los Angeles Rams in 1996.,1996,played_in,Terry Crews,Terry Crews,P161,medium,kg_retrieve,rule,,,,1996 cast member Terry Crews,kg_retrieve,,,,True,1996 has Terry Crews as a cast member.,0.0003,0.0003,0.9994,NOT_ENOUGH_INFO,0.9994,REFUTES,REFUTES,NOT_ENOUGH_INFO
Jean-Michel Basquiat died in his studio.,Jean-Michel Basquiat,died,,,P570,low,kg_retrieve,rule,,,,,kg_retrieve,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Edmund H. North was the winner of an Academy Award.,Edmund H. North,be,winner,winner,P39,medium,kg_retrieve,rule,,,,Edmund H. North position held winner,kg_retrieve,,,,True,Edmund H. North has held the position of winner.,0.0004,0.0002,0.9995,NOT_ENOUGH_INFO,0.9995,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
One host of Weekly Idol is a comedian.,host,be,comedian,comedian,P39,medium,kg_retrieve,rule,,,,host position held comedian,kg_retrieve,,,,True,host has held the position of comedian.,0.0003,0.0001,0.9995,NOT_ENOUGH_INFO,0.9995,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Bret Easton Ellis wrote the screenplay for The Mountains.,Bret Easton Ellis,written_by,Bret Easton Ellis,Bret Easton Ellis,P58,medium,kg_retrieve,semantic_assist,,write,,Bret Easton Ellis screenwriter Bret Easton Ellis,kg_retrieve,,,,True,Bret Easton Ellis was written by Bret Easton Ellis.,0.0002,0.0003,0.9995,NOT_ENOUGH_INFO,0.9995,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
23 percent of the University of Mississippi's teachers are minorities.,23 percent,be,minorities,minorities,P39,medium,kg_retrieve,rule,,,,23 percent position held minorities,kg_retrieve,,,,True,23 percent has held the position of minorities.,0.0004,0.0003,0.9994,NOT_ENOUGH_INFO,0.9994,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
The former name of Marcus Bentley is Potter.,name,be,potter,potter,P39,medium,kg_retrieve,rule,,,,name position held potter,kg_retrieve,,,,True,name has held the position of potter.,0.0011,0.0115,0.9874,NOT_ENOUGH_INFO,0.9874,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
One of the founders of San Diego Comic-Con was Britney Spears.,One,be,britney spears,britney spears,P39,medium,kg_retrieve,rule,,,,One position held britney spears,kg_retrieve,,,,True,One has held the position of britney spears.,0.0029,0.0021,0.995,NOT_ENOUGH_INFO,0.995,REFUTES,REFUTES,NOT_ENOUGH_INFO
Stanley Williams is currently a college student in 2017.,Stanley Williams,be,college student,college student,P39,medium,kg_retrieve,rule,,,,Stanley Williams position held college student,kg_retrieve,,,,True,Stanley Williams has held the position of college student.,0.0014,0.0235,0.975,NOT_ENOUGH_INFO,0.975,REFUTES,REFUTES,NOT_ENOUGH_INFO
Bruce Shand full name is Bruce Middleton Hope Shand.,name,be,shand,shand,P39,medium,kg_retrieve,rule,,,,name position held shand,kg_retrieve,,,,True,name has held the position of shand.,0.0141,0.0192,0.9667,NOT_ENOUGH_INFO,0.9667,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Richard Dawkins writes books.,Richard Dawkins,written_by,Richard Dawkins,Richard Dawkins,P58,medium,kg_retrieve,semantic_assist,,write,,Richard Dawkins screenwriter Richard Dawkins,kg_retrieve,,,,True,Richard Dawkins was written by Richard Dawkins.,0.9312,0.0005,0.0683,SUPPORTS,0.9312,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Michael Vick's middle name is Jeremy.,Michael Vick,be,jeremy,jeremy,P39,medium,kg_retrieve,rule,,,,Michael Vick position held jeremy,kg_retrieve,,,,True,Michael Vick has held the position of jeremy.,0.9766,0.0013,0.0221,SUPPORTS,0.9766,REFUTES,REFUTES,SUPPORTS
Barry Van Dyke is the second son of Dick Van Dyke.,Barry Van Dyke,be,second son,second son,P39,medium,kg_retrieve,rule,,,,Barry Van Dyke position held second son,kg_retrieve,,,,True,Barry Van Dyke has held the position of second son.,0.0254,0.0007,0.9739,NOT_ENOUGH_INFO,0.9739,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Nestor Carbonell is unknown to the world.,Nestor Carbonell,be,world,world,P39,medium,kg_retrieve,rule,,,,Nestor Carbonell position held world,kg_retrieve,,,,True,Nestor Carbonell has held the position of world.,0.0,0.9998,0.0001,REFUTES,0.9998,REFUTES,REFUTES,REFUTES
Jean-Michel Basquiat died at his art studio.,Jean-Michel Basquiat,died,,,P570,low,kg_retrieve,rule,,,,,kg_retrieve,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Mel B died before collaborating with Missy Elliott.,Mel B,died,,,P570,low,kg_retrieve,rule,,,,,kg_retrieve,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Brian Michael Bendis has written DC comics.,Brian Michael Bendis,written_by,Brian Michael Bendis,Brian Michael Bendis,P58,medium,kg_retrieve,semantic_assist,,write,,Brian Michael Bendis screenwriter Brian Michael Bendis,kg_retrieve,,,,True,Brian Michael Bendis was written by Brian Michael Bendis.,0.0014,0.0001,0.9984,NOT_ENOUGH_INFO,0.9984,REFUTES,REFUTES,NOT_ENOUGH_INFO
Anushka Sharma starred in a film.,film,stars_in,Anushka Sharma,Anushka Sharma,P161,medium,kg_retrieve,rule,,,,film cast member Anushka Sharma,kg_retrieve,,,,True,film has Anushka Sharma as a cast member.,0.9888,0.0003,0.0109,SUPPORTS,0.9888,SUPPORTS,SUPPORTS,SUPPORTS
Valencia is a city in a country.,Valencia,be,city,city,P39,medium,kg_retrieve,rule,,,,Valencia position held city,kg_retrieve,,,,True,Valencia has held the position of city.,0.008,0.0082,0.9838,NOT_ENOUGH_INFO,0.9838,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
"Miami, Florida is where Moonlight was filmed.",Miami,be,Moonlight,Moonlight,P57,medium,kg_retrieve,semantic_assist,,be film,,Miami director Moonlight,kg_retrieve,,,,True,Miami was directed by Moonlight.,0.8074,0.0189,0.1737,SUPPORTS,0.8074,SUPPORTS,SUPPORTS,SUPPORTS
Mary-Kate Olsen and Ashley Olsen are fashion designers in New York.,Ashley Olsen,be,fashion designers,fashion designers,P39,medium,kg_retrieve,rule,,,,Ashley Olsen position held fashion designers,kg_retrieve,,,,True,Ashley Olsen has held the position of fashion designers.,0.0014,0.0002,0.9984,NOT_ENOUGH_INFO,0.9984,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Oscar de la Hoya was The Ring magazine's top-rated fighter in the world.,Oscar de la Hoya,be,fighter,fighter,P39,medium,kg_retrieve,rule,,,,Oscar de la Hoya position held fighter,kg_retrieve,,,,True,Oscar de la Hoya has held the position of fighter.,0.0002,0.0002,0.9996,NOT_ENOUGH_INFO,0.9996,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Rupert Murdoch is the leader of News Corporation.,Rupert Murdoch,be,leader,leader,P39,medium,kg_retrieve,rule,,,,Rupert Murdoch position held leader,kg_retrieve,,,,True,Rupert Murdoch has held the position of leader.,0.0044,0.0001,0.9955,NOT_ENOUGH_INFO,0.9955,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Scotty Moore was born on a boat.,Scotty Moore,born,,,P19,low,kg_retrieve,rule,,,,,kg_retrieve,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Connie Nielsen is exclusively a film actress.,Connie Nielsen,be,Connie Nielsen,Connie Nielsen,P57,medium,kg_retrieve,semantic_assist,,be a film actress,,Connie Nielsen director Connie Nielsen,kg_retrieve,,,,True,Connie Nielsen was directed by Connie Nielsen.,0.0003,0.9909,0.0087,REFUTES,0.9909,REFUTES,REFUTES,REFUTES
Don Hall is a Walt Disney Animation Studios filmmaker.,Don Hall,be,filmmaker,filmmaker,P39,medium,kg_retrieve,rule,,,,Don Hall position held filmmaker,kg_retrieve,,,,True,Don Hall has held the position of filmmaker.,0.0006,0.0001,0.9993,NOT_ENOUGH_INFO,0.9993,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Oscar de la Hoya was The Ring magazine's top-rated fighter in the world twice.,Oscar de la Hoya,be,fighter,fighter,P39,medium,kg_retrieve,rule,,,,Oscar de la Hoya position held fighter,kg_retrieve,,,,True,Oscar de la Hoya has held the position of fighter.,0.0002,0.0002,0.9996,NOT_ENOUGH_INFO,0.9996,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Dave Gibbons is an elderly comic book artist.,Dave Gibbons,be,artist,artist,P39,medium,kg_retrieve,rule,,,,Dave Gibbons position held artist,kg_retrieve,,,,True,Dave Gibbons has held the position of artist.,0.0002,0.0004,0.9994,NOT_ENOUGH_INFO,0.9994,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Stanley Williams was an inmate in California.,Stanley Williams,be,inmate,inmate,P39,medium,kg_retrieve,rule,,,,Stanley Williams position held inmate,kg_retrieve,,,,True,Stanley Williams has held the position of inmate.,0.0003,0.0007,0.999,NOT_ENOUGH_INFO,0.999,REFUTES,REFUTES,NOT_ENOUGH_INFO
Private lives is a comedy of drugs by Noel Coward.,lives,be,comedy,comedy,P39,medium,kg_retrieve,rule,,,,lives position held comedy,kg_retrieve,,,,True,lives has held the position of comedy.,0.0003,0.0038,0.9959,NOT_ENOUGH_INFO,0.9959,REFUTES,REFUTES,NOT_ENOUGH_INFO
Caroline Kennedy served as a United States diplomat to Japan.,Caroline Kennedy,served_as,united states diplomat,united states diplomat,P39,medium,kg_retrieve,rule,,,,Caroline Kennedy position held united states diplomat,kg_retrieve,,,,True,Caroline Kennedy has held the position of united states diplomat.,0.0001,0.0004,0.9995,NOT_ENOUGH_INFO,0.9995,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Bret Easton Ellis wrote the screenplay for a 2009 film.,Bret Easton Ellis,written_by,Bret Easton Ellis,Bret Easton Ellis,P58,medium,kg_retrieve,semantic_assist,,write,,Bret Easton Ellis screenwriter Bret Easton Ellis,kg_retrieve,,,,True,Bret Easton Ellis was written by Bret Easton Ellis.,0.0001,0.0003,0.9996,NOT_ENOUGH_INFO,0.9996,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Ashton Kutcher was not co-stars with Cameron Diaz.,Ashton Kutcher,be,costars,costars,P39,medium,kg_retrieve,rule,,,,Ashton Kutcher position held costars,kg_retrieve,,,,True,Ashton Kutcher has held the position of costars.,0.0036,0.9867,0.0097,REFUTES,0.9867,REFUTES,REFUTES,REFUTES
Trevor Griffiths was born in an outer city area.,Trevor Griffiths,born,,,P19,low,kg_retrieve,rule,,,,,kg_retrieve,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Bad Romance was successful around the 60s.,Bad Romance,be,60s,60s,P39,medium,kg_retrieve,rule,,,,Bad Romance position held 60s,kg_retrieve,,,,True,Bad Romance has held the position of 60s.,0.9664,0.0008,0.0329,SUPPORTS,0.9664,REFUTES,REFUTES,SUPPORTS
Chaka Khan is an artist that only makes pop music.,Chaka Khan,be,music,music,P39,medium,kg_retrieve,rule,,,,Chaka Khan position held music,kg_retrieve,,,,True,Chaka Khan has held the position of music.,0.0002,0.002,0.9978,NOT_ENOUGH_INFO,0.9978,REFUTES,REFUTES,NOT_ENOUGH_INFO
Aaron Burr's final year of vice presidency was 1804.,Aaron Burr,be,1804,1804,P39,medium,kg_retrieve,rule,,,,Aaron Burr position held 1804,kg_retrieve,,,,True,Aaron Burr has held the position of 1804.,0.0013,0.0004,0.9983,NOT_ENOUGH_INFO,0.9983,REFUTES,REFUTES,NOT_ENOUGH_INFO
Wales was always an industrial nation.,Wales,be,industrial nation,industrial nation,P39,medium,kg_retrieve,rule,,,,Wales position held industrial nation,kg_retrieve,,,,True,Wales has held the position of industrial nation.,0.0037,0.001,0.9954,NOT_ENOUGH_INFO,0.9954,REFUTES,REFUTES,NOT_ENOUGH_INFO
Jens Stoltenberg served as Prime Minister of Westeros.,Jens Stoltenberg,served_as,prime minister,prime minister,P39,medium,kg_retrieve,rule,,,,Jens Stoltenberg position held prime minister,kg_retrieve,,,,True,Jens Stoltenberg has held the position of prime minister.,0.0196,0.0324,0.9479,NOT_ENOUGH_INFO,0.9479,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
January 7 was the date Saturn Corporation was established.,Saturn Corporation,be,established,established,P39,medium,kg_retrieve,rule,,,,Saturn Corporation position held established,kg_retrieve,,,,True,Saturn Corporation has held the position of established.,0.0001,0.0007,0.9992,NOT_ENOUGH_INFO,0.9992,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
David Spade starred in Black Sheep and gained acclaim.,Black Sheep,stars_in,David Spade,David Spade,P161,medium,kg_retrieve,rule,,,,Black Sheep cast member David Spade,kg_retrieve,,,,True,Black Sheep has David Spade as a cast member.,0.0023,0.0001,0.9976,NOT_ENOUGH_INFO,0.9976,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
One of the most influential bands of its time is Pearl Jam.,One,be,pearl jam,pearl jam,P39,medium,kg_retrieve,rule,,,,One position held pearl jam,kg_retrieve,,,,True,One has held the position of pearl jam.,0.001,0.0001,0.9989,NOT_ENOUGH_INFO,0.9989,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
David Spade starred in something.,something,stars_in,David Spade,David Spade,P161,medium,kg_retrieve,rule,,,,something cast member David Spade,kg_retrieve,,,,True,something has David Spade as a cast member.,0.9949,0.0003,0.0048,SUPPORTS,0.9949,SUPPORTS,SUPPORTS,SUPPORTS
Duff McKagan was born on a plane.,Duff McKagan,born,,,P19,low,kg_retrieve,rule,,,,,kg_retrieve,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
David Spade starred in Sunless.,Sunless,stars_in,David Spade,David Spade,P161,medium,kg_retrieve,rule,,,,Sunless cast member David Spade,kg_retrieve,,,,True,Sunless has David Spade as a cast member.,0.9953,0.0004,0.0043,SUPPORTS,0.9953,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Manmohan Singh was the first follower of Sikhism in Florida.,Manmohan Singh,be,first follower,first follower,P39,medium,kg_retrieve,rule,,,,Manmohan Singh position held first follower,kg_retrieve,,,,True,Manmohan Singh has held the position of first follower.,0.0002,0.0006,0.9991,NOT_ENOUGH_INFO,0.9991,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
